% mention
@RELATION men

@ATTRIBUTE m_type {N, PR, NULL}
@ATTRIBUTE m1_type {N, PR, NULL}
@ATTRIBUTE gn {MASC, FEM, NULL}
@ATTRIBUTE gn1 {MASC, FEM, NULL}
@ATTRIBUTE num1 {SING, PLUR}
@ATTRIBUTE num {SING, PLUR}
@ATTRIBUTE en {PERS, LOC, ORG, FUNC, NULL}
@ATTRIBUTE en1 {PERS, LOC, ORG, FUNC, NULL}
@ATTRIBUTE gp {CASE=YES, CASE=NO}
@ATTRIBUTE gp1 {CASE=YES, CASE=NO}
@ATTRIBUTE id_form {YES, NO}
@ATTRIBUTE subform {YES, NO}
@ATTRIBUTE inc_rate REAL
@ATTRIBUTE dis_men REAL
@ATTRIBUTE dis_phrase REAL
@ATTRIBUTE dis_char REAL

@DATA
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,23,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,24,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,25,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,26,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,27,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,28,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,29,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,30,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,31,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,32,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,33,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,34,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,35,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,36,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,37,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,38,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,39,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,40,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,41,0,0
PR,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,56,42,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,91,1,0,0
N,PR,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,91,2,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,91,3,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,91,4,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,91,5,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,91,6,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,7,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,8,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,9,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,91,10,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,11,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,12,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,91,13,0,0
N,PR,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,14,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,15,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,16,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,17,0,0
N,PR,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,18,0,0
N,PR,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,19,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,91,20,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,21,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,22,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,91,23,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,24,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,25,0,0
N,PR,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,26,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,27,0,0
N,PR,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,28,0,0
N,PR,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,29,0,0
N,PR,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,91,30,0,0
N,PR,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,31,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,32,0,0
N,PR,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,91,33,0,0
N,PR,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,34,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,35,0,0
N,PR,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,36,0,0
N,PR,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,73,37,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,73,38,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,73,39,0,0
N,PR,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,82,40,0,0
N,PR,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,73,41,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,73,42,0,0
